# X Y Z RRGGBB
13 3 1 dcdcdc
13 4 0 dcdcdc
13 4 1 dcdcdc
13 5 0 dcdcdc
13 5 1 dcdcdc
13 6 0 dcdcdc
13 6 1 dcdcdc
13 7 0 dcdcdc
13 7 1 dcdcdc
13 8 0 dcdcdc
13 8 1 dcdcdc
13 9 0 dcdcdc
13 9 1 dcdcdc
13 10 0 dcdcdc
13 10 1 dcdcdc
13 11 0 dcdcdc
13 11 1 dcdcdc
13 12 0 dcdcdc
13 12 1 dcdcdc
13 13 0 dcdcdc
13 13 1 dcdcdc
13 14 0 dcdcdc
13 14 1 dcdcdc
13 15 0 dcdcdc
13 15 1 dcdcdc
13 16 0 dcdcdc
13 16 1 dcdcdc
13 17 0 dcdcdc
13 17 1 dcdcdc
13 18 0 dcdcdc
13 18 1 dcdcdc
13 19 0 dcdcdc
13 19 1 dcdcdc
13 20 0 dcdcdc
13 20 1 dcdcdc
13 21 0 dcdcdc
13 21 1 dcdcdc
13 22 0 dcdcdc
13 22 1 dcdcdc
13 23 0 dcdcdc
13 23 1 dcdcdc
0 2 0 dcdcdc
0 2 1 dcdcdc
0 3 0 dcdcdc
0 3 1 dcdcdc
1 2 0 dcdcdc
1 2 1 dcdcdc
1 3 0 dcdcdc
1 3 1 dcdcdc
2 2 0 dcdcdc
2 2 1 dcdcdc
2 3 0 dcdcdc
2 3 1 dcdcdc
3 2 0 dcdcdc
3 2 1 dcdcdc
3 3 0 dcdcdc
3 3 1 dcdcdc
4 2 0 dcdcdc
4 2 1 dcdcdc
4 3 0 dcdcdc
4 3 1 dcdcdc
5 2 0 dcdcdc
5 2 1 dcdcdc
5 3 0 dcdcdc
5 3 1 dcdcdc
6 2 0 dcdcdc
6 2 1 dcdcdc
6 3 0 dcdcdc
6 3 1 dcdcdc
7 2 0 dcdcdc
7 2 1 dcdcdc
7 3 0 dcdcdc
7 3 1 dcdcdc
8 2 0 dcdcdc
8 2 1 dcdcdc
8 3 0 dcdcdc
8 3 1 dcdcdc
9 2 0 dcdcdc
9 2 1 dcdcdc
9 3 0 dcdcdc
9 3 1 dcdcdc
10 2 0 dcdcdc
10 2 1 dcdcdc
10 3 0 dcdcdc
10 3 1 dcdcdc
11 2 0 dcdcdc
11 2 1 dcdcdc
11 3 0 dcdcdc
11 3 1 dcdcdc
12 2 0 dcdcdc
12 2 1 dcdcdc
12 3 0 dcdcdc
12 3 1 dcdcdc
13 2 0 dcdcdc
13 2 1 dcdcdc
13 3 0 dcdcdc
13 3 1 dcdcdc
0 10 0 dcdcdc
0 10 1 dcdcdc
0 11 0 dcdcdc
0 11 1 dcdcdc
1 10 0 dcdcdc
1 10 1 dcdcdc
1 11 0 dcdcdc
1 11 1 dcdcdc
2 10 0 dcdcdc
2 10 1 dcdcdc
2 11 0 dcdcdc
2 11 1 dcdcdc
3 10 0 dcdcdc
3 10 1 dcdcdc
3 11 0 dcdcdc
3 11 1 dcdcdc
4 10 0 dcdcdc
4 10 1 dcdcdc
4 11 0 dcdcdc
4 11 1 dcdcdc
5 10 0 dcdcdc
5 10 1 dcdcdc
5 11 0 dcdcdc
5 11 1 dcdcdc
6 10 0 dcdcdc
6 10 1 dcdcdc
6 11 0 dcdcdc
6 11 1 dcdcdc
7 10 0 dcdcdc
7 10 1 dcdcdc
7 11 0 dcdcdc
7 11 1 dcdcdc
8 10 0 dcdcdc
8 10 1 dcdcdc
8 11 0 dcdcdc
8 11 1 dcdcdc
9 10 0 dcdcdc
9 10 1 dcdcdc
9 11 0 dcdcdc
9 11 1 dcdcdc
10 10 0 dcdcdc
10 10 1 dcdcdc
10 11 0 dcdcdc
10 11 1 dcdcdc
11 10 0 dcdcdc
11 10 1 dcdcdc
11 11 0 dcdcdc
11 11 1 dcdcdc
12 10 0 dcdcdc
12 10 1 dcdcdc
12 11 0 dcdcdc
12 11 1 dcdcdc
13 10 0 dcdcdc
13 10 1 dcdcdc
13 11 0 dcdcdc
13 11 1 dcdcdc
0 18 0 dcdcdc
0 18 1 dcdcdc
0 19 0 dcdcdc
0 19 1 dcdcdc
1 18 0 dcdcdc
1 18 1 dcdcdc
1 19 0 dcdcdc
1 19 1 dcdcdc
2 18 0 dcdcdc
2 18 1 dcdcdc
2 19 0 dcdcdc
2 19 1 dcdcdc
3 18 0 dcdcdc
3 18 1 dcdcdc
3 19 0 dcdcdc
3 19 1 dcdcdc
4 18 0 dcdcdc
4 18 1 dcdcdc
4 19 0 dcdcdc
4 19 1 dcdcdc
5 18 0 dcdcdc
5 18 1 dcdcdc
5 19 0 dcdcdc
5 19 1 dcdcdc
6 18 0 dcdcdc
6 18 1 dcdcdc
6 19 0 dcdcdc
6 19 1 dcdcdc
7 18 0 dcdcdc
7 18 1 dcdcdc
7 19 0 dcdcdc
7 19 1 dcdcdc
8 18 0 dcdcdc
8 18 1 dcdcdc
8 19 0 dcdcdc
8 19 1 dcdcdc
9 18 0 dcdcdc
9 18 1 dcdcdc
9 19 0 dcdcdc
9 19 1 dcdcdc
10 18 0 dcdcdc
10 18 1 dcdcdc
10 19 0 dcdcdc
10 19 1 dcdcdc
11 18 0 dcdcdc
11 18 1 dcdcdc
11 19 0 dcdcdc
11 19 1 dcdcdc
12 18 0 dcdcdc
12 18 1 dcdcdc
12 19 0 dcdcdc
12 19 1 dcdcdc
13 18 0 dcdcdc
13 18 1 dcdcdc
13 19 0 dcdcdc
13 19 1 dcdcdc
