# X Y Z RRGGBB
0 15 0 a2814d
0 15 1 a2814d
0 15 2 a2814d
0 15 3 a2814d
0 15 4 a2814d
0 15 5 a2814d
0 15 6 a2814d
0 15 7 a2814d
0 15 8 a2814d
0 15 9 a2814d
0 15 10 a2814d
0 15 11 a2814d
0 16 0 a2814d
0 16 1 a2814d
0 16 2 a2814d
0 16 3 a2814d
0 16 4 a2814d
0 16 5 a2814d
0 16 6 a2814d
0 16 7 a2814d
0 16 8 a2814d
0 16 9 a2814d
0 16 10 a2814d
0 16 11 a2814d
0 17 0 a2814d
0 17 1 a2814d
0 17 2 a2814d
0 17 3 a2814d
0 17 4 a2814d
0 17 5 a2814d
0 17 6 a2814d
0 17 7 a2814d
0 17 8 a2814d
0 17 9 a2814d
0 17 10 a2814d
0 17 11 a2814d
0 18 0 a2814d
0 18 1 a2814d
0 18 2 a2814d
0 18 3 a2814d
0 18 4 a2814d
0 18 5 a2814d
0 18 6 a2814d
0 18 7 a2814d
0 18 8 a2814d
0 18 9 a2814d
0 18 10 a2814d
0 18 11 a2814d
0 19 0 a2814d
0 19 1 a2814d
0 19 2 a2814d
0 19 3 a2814d
0 19 4 a2814d
0 19 5 a2814d
0 19 6 a2814d
0 19 7 a2814d
0 19 8 a2814d
0 19 9 a2814d
0 19 10 a2814d
0 19 11 a2814d
0 20 0 a2814d
0 20 1 a2814d
0 20 2 a2814d
0 20 3 a2814d
0 20 4 a2814d
0 20 5 a2814d
0 20 6 a2814d
0 20 7 a2814d
0 20 8 a2814d
0 20 9 a2814d
0 20 10 a2814d
0 20 11 a2814d
0 21 0 a2814d
0 21 1 a2814d
0 21 2 a2814d
0 21 3 a2814d
0 21 4 a2814d
0 21 5 a2814d
0 21 6 a2814d
0 21 7 a2814d
0 21 8 a2814d
0 21 9 a2814d
0 21 10 a2814d
0 21 11 a2814d
0 22 0 a2814d
0 22 1 a2814d
0 22 2 a2814d
0 22 3 a2814d
0 22 4 a2814d
0 22 5 a2814d
0 22 6 a2814d
0 22 7 a2814d
0 22 8 a2814d
0 22 9 a2814d
0 22 10 a2814d
0 22 11 a2814d
0 23 0 a2814d
0 23 1 a2814d
0 23 2 a2814d
0 23 3 a2814d
0 23 4 a2814d
0 23 5 a2814d
0 23 6 a2814d
0 23 7 a2814d
0 23 8 a2814d
0 23 9 a2814d
0 23 10 a2814d
0 23 11 a2814d
1 0 0 a2814d
1 0 1 a2814d
1 0 2 a2814d
1 0 3 a2814d
1 0 4 a2814d
1 0 5 a2814d
1 0 6 a2814d
1 0 7 a2814d
1 0 8 a2814d
1 0 9 a2814d
1 0 10 a2814d
1 0 11 a2814d
1 1 0 a2814d
1 1 1 a2814d
1 1 2 a2814d
1 1 3 a2814d
1 1 4 a2814d
1 1 5 a2814d
1 1 6 a2814d
1 1 7 a2814d
1 1 8 a2814d
1 1 9 a2814d
1 1 10 a2814d
1 1 11 a2814d
1 2 0 a2814d
1 2 1 a2814d
1 2 2 a2814d
1 2 3 a2814d
1 2 4 a2814d
1 2 5 a2814d
1 2 6 a2814d
1 2 7 a2814d
1 2 8 a2814d
1 2 9 a2814d
1 2 10 a2814d
1 2 11 a2814d
1 3 0 a2814d
1 3 1 a2814d
1 3 2 a2814d
1 3 3 a2814d
1 3 4 a2814d
1 3 5 a2814d
1 3 6 a2814d
1 3 7 a2814d
1 3 8 a2814d
1 3 9 a2814d
1 3 10 a2814d
1 3 11 a2814d
1 4 0 a2814d
1 4 1 a2814d
1 4 2 a2814d
1 4 3 a2814d
1 4 4 a2814d
1 4 5 a2814d
1 4 6 a2814d
1 4 7 a2814d
1 4 8 a2814d
1 4 9 a2814d
1 4 10 a2814d
1 4 11 a2814d
1 5 0 a2814d
1 5 1 a2814d
1 5 2 a2814d
1 5 3 a2814d
1 5 4 a2814d
1 5 5 a2814d
1 5 6 a2814d
1 5 7 a2814d
1 5 8 a2814d
1 5 9 a2814d
1 5 10 a2814d
1 5 11 a2814d
1 6 0 a2814d
1 6 1 a2814d
1 6 2 a2814d
1 6 3 a2814d
1 6 4 a2814d
1 6 5 a2814d
1 6 6 a2814d
1 6 7 a2814d
1 6 8 a2814d
1 6 9 a2814d
1 6 10 a2814d
1 6 11 a2814d
1 7 0 a2814d
1 7 1 a2814d
1 7 2 a2814d
1 7 3 a2814d
1 7 4 a2814d
1 7 5 a2814d
1 7 6 a2814d
1 7 7 a2814d
1 7 8 a2814d
1 7 9 a2814d
1 7 10 a2814d
1 7 11 a2814d
1 8 0 a2814d
1 8 1 a2814d
1 8 2 a2814d
1 8 3 a2814d
1 8 4 a2814d
1 8 5 a2814d
1 8 6 a2814d
1 8 7 a2814d
1 8 8 a2814d
1 8 9 a2814d
1 8 10 a2814d
1 8 11 a2814d
1 9 0 a2814d
1 9 1 a2814d
1 9 2 a2814d
1 9 3 a2814d
1 9 4 a2814d
1 9 5 a2814d
1 9 6 a2814d
1 9 7 a2814d
1 9 8 a2814d
1 9 9 a2814d
1 9 10 a2814d
1 9 11 a2814d
1 10 0 a2814d
1 10 1 a2814d
1 10 2 a2814d
1 10 3 a2814d
1 10 4 a2814d
1 10 5 a2814d
1 10 6 a2814d
1 10 7 a2814d
1 10 8 a2814d
1 10 9 a2814d
1 10 10 a2814d
1 10 11 a2814d
1 11 0 a2814d
1 11 1 a2814d
1 11 2 a2814d
1 11 3 a2814d
1 11 4 a2814d
1 11 5 a2814d
1 11 6 a2814d
1 11 7 a2814d
1 11 8 a2814d
1 11 9 a2814d
1 11 10 a2814d
1 11 11 a2814d
1 12 0 a2814d
1 12 1 a2814d
1 12 2 a2814d
1 12 3 a2814d
1 12 4 a2814d
1 12 5 a2814d
1 12 6 a2814d
1 12 7 a2814d
1 12 8 a2814d
1 12 9 a2814d
1 12 10 a2814d
1 12 11 a2814d
1 13 0 a2814d
1 13 1 a2814d
1 13 2 a2814d
1 13 3 a2814d
1 13 4 a2814d
1 13 5 a2814d
1 13 6 a2814d
1 13 7 a2814d
1 13 8 a2814d
1 13 9 a2814d
1 13 10 a2814d
1 13 11 a2814d
1 14 0 a2814d
1 14 1 a2814d
1 14 2 a2814d
1 14 3 a2814d
1 14 4 a2814d
1 14 5 a2814d
1 14 6 a2814d
1 14 7 a2814d
1 14 8 a2814d
1 14 9 a2814d
1 14 10 a2814d
1 14 11 a2814d
1 15 0 a2814d
1 15 1 a2814d
1 15 2 a2814d
1 15 3 a2814d
1 15 4 a2814d
1 15 5 a2814d
1 15 6 a2814d
1 15 7 a2814d
1 15 8 a2814d
1 15 9 a2814d
1 15 10 a2814d
1 15 11 a2814d
1 16 0 a2814d
1 16 1 a2814d
1 16 2 a2814d
1 16 3 a2814d
1 16 4 a2814d
1 16 5 a2814d
1 16 6 a2814d
1 16 7 a2814d
1 16 8 a2814d
1 16 9 a2814d
1 16 10 a2814d
1 16 11 a2814d
1 17 0 a2814d
1 17 1 a2814d
1 17 2 a2814d
1 17 3 a2814d
1 17 4 a2814d
1 17 5 a2814d
1 17 6 a2814d
1 17 7 a2814d
1 17 8 a2814d
1 17 9 a2814d
1 17 10 a2814d
1 17 11 a2814d
1 18 0 a2814d
1 18 1 a2814d
1 18 2 a2814d
1 18 3 a2814d
1 18 4 a2814d
1 18 5 a2814d
1 18 6 a2814d
1 18 7 a2814d
1 18 8 a2814d
1 18 9 a2814d
1 18 10 a2814d
1 18 11 a2814d
1 19 0 a2814d
1 19 1 a2814d
1 19 2 a2814d
1 19 3 a2814d
1 19 4 a2814d
1 19 5 a2814d
1 19 6 a2814d
1 19 7 a2814d
1 19 8 a2814d
1 19 9 a2814d
1 19 10 a2814d
1 19 11 a2814d
1 20 0 a2814d
1 20 1 a2814d
1 20 2 a2814d
1 20 3 a2814d
1 20 4 a2814d
1 20 5 a2814d
1 20 6 a2814d
1 20 7 a2814d
1 20 8 a2814d
1 20 9 a2814d
1 20 10 a2814d
1 20 11 a2814d
1 21 0 a2814d
1 21 1 a2814d
1 21 2 a2814d
1 21 3 a2814d
1 21 4 a2814d
1 21 5 a2814d
1 21 6 a2814d
1 21 7 a2814d
1 21 8 a2814d
1 21 9 a2814d
1 21 10 a2814d
1 21 11 a2814d
1 22 0 a2814d
1 22 1 a2814d
1 22 2 a2814d
1 22 3 a2814d
1 22 4 a2814d
1 22 5 a2814d
1 22 6 a2814d
1 22 7 a2814d
1 22 8 a2814d
1 22 9 a2814d
1 22 10 a2814d
1 22 11 a2814d
1 23 0 a2814d
1 23 1 a2814d
1 23 2 a2814d
1 23 3 a2814d
1 23 4 a2814d
1 23 5 a2814d
1 23 6 a2814d
1 23 7 a2814d
1 23 8 a2814d
1 23 9 a2814d
1 23 10 a2814d
1 23 11 a2814d
