# X Y Z RRGGBB
14 0 0 a2814d
14 0 1 a2814d
14 1 0 a2814d
14 1 1 a2814d
14 2 0 a2814d
14 2 1 a2814d
14 3 0 a2814d
14 3 1 a2814d
14 4 0 a2814d
14 4 1 a2814d
14 5 0 a2814d
14 5 1 a2814d
14 6 0 a2814d
14 6 1 a2814d
14 7 0 a2814d
14 7 1 a2814d
14 8 0 a2814d
14 8 1 a2814d
14 9 0 a2814d
14 9 1 a2814d
14 10 0 a2814d
14 10 1 a2814d
14 11 0 a2814d
14 11 1 a2814d
14 12 0 a2814d
14 12 1 a2814d
14 13 0 a2814d
14 13 1 a2814d
14 14 0 a2814d
14 14 1 a2814d
14 15 0 a2814d
14 15 1 a2814d
14 16 0 a2814d
14 16 1 a2814d
14 17 0 a2814d
14 17 1 a2814d
14 18 0 a2814d
14 18 1 a2814d
14 19 0 a2814d
14 19 1 a2814d
14 20 0 a2814d
14 20 1 a2814d
14 21 0 a2814d
14 21 1 a2814d
14 22 0 a2814d
14 22 1 a2814d
14 23 0 a2814d
14 23 1 a2814d
14 24 0 a2814d
14 24 1 a2814d
14 25 0 a2814d
14 25 1 a2814d
14 26 0 a2814d
14 26 1 a2814d
14 27 0 a2814d
14 27 1 a2814d
14 28 0 a2814d
14 28 1 a2814d
14 29 0 a2814d
14 29 1 a2814d
0 0 0 a2814d
0 0 1 a2814d
0 1 0 a2814d
0 1 1 a2814d
1 0 0 a2814d
1 0 1 a2814d
1 1 0 a2814d
1 1 1 a2814d
2 0 0 a2814d
2 0 1 a2814d
2 1 0 a2814d
2 1 1 a2814d
3 0 0 a2814d
3 0 1 a2814d
3 1 0 a2814d
3 1 1 a2814d
4 0 0 a2814d
4 0 1 a2814d
4 1 0 a2814d
4 1 1 a2814d
5 0 0 a2814d
5 0 1 a2814d
5 1 0 a2814d
5 1 1 a2814d
6 0 0 a2814d
6 0 1 a2814d
6 1 0 a2814d
6 1 1 a2814d
7 0 0 a2814d
7 0 1 a2814d
7 1 0 a2814d
7 1 1 a2814d
8 0 0 a2814d
8 0 1 a2814d
8 1 0 a2814d
8 1 1 a2814d
9 0 0 a2814d
9 0 1 a2814d
9 1 0 a2814d
9 1 1 a2814d
10 0 0 a2814d
10 0 1 a2814d
10 1 0 a2814d
10 1 1 a2814d
11 0 0 a2814d
11 0 1 a2814d
11 1 0 a2814d
11 1 1 a2814d
12 0 0 a2814d
12 0 1 a2814d
12 1 0 a2814d
12 1 1 a2814d
13 0 0 a2814d
13 0 1 a2814d
13 1 0 a2814d
13 1 1 a2814d
14 0 0 a2814d
14 0 1 a2814d
14 1 0 a2814d
14 1 1 a2814d
0 6 0 a2814d
0 6 1 a2814d
0 7 0 a2814d
0 7 1 a2814d
1 6 0 a2814d
1 6 1 a2814d
1 7 0 a2814d
1 7 1 a2814d
2 6 0 a2814d
2 6 1 a2814d
2 7 0 a2814d
2 7 1 a2814d
3 6 0 a2814d
3 6 1 a2814d
3 7 0 a2814d
3 7 1 a2814d
4 6 0 a2814d
4 6 1 a2814d
4 7 0 a2814d
4 7 1 a2814d
5 6 0 a2814d
5 6 1 a2814d
5 7 0 a2814d
5 7 1 a2814d
6 6 0 a2814d
6 6 1 a2814d
6 7 0 a2814d
6 7 1 a2814d
7 6 0 a2814d
7 6 1 a2814d
7 7 0 a2814d
7 7 1 a2814d
8 6 0 a2814d
8 6 1 a2814d
8 7 0 a2814d
8 7 1 a2814d
9 6 0 a2814d
9 6 1 a2814d
9 7 0 a2814d
9 7 1 a2814d
10 6 0 a2814d
10 6 1 a2814d
10 7 0 a2814d
10 7 1 a2814d
11 6 0 a2814d
11 6 1 a2814d
11 7 0 a2814d
11 7 1 a2814d
12 6 0 a2814d
12 6 1 a2814d
12 7 0 a2814d
12 7 1 a2814d
13 6 0 a2814d
13 6 1 a2814d
13 7 0 a2814d
13 7 1 a2814d
14 6 0 a2814d
14 6 1 a2814d
14 7 0 a2814d
14 7 1 a2814d
0 12 0 a2814d
0 12 1 a2814d
0 13 0 a2814d
0 13 1 a2814d
1 12 0 a2814d
1 12 1 a2814d
1 13 0 a2814d
1 13 1 a2814d
2 12 0 a2814d
2 12 1 a2814d
2 13 0 a2814d
2 13 1 a2814d
3 12 0 a2814d
3 12 1 a2814d
3 13 0 a2814d
3 13 1 a2814d
4 12 0 a2814d
4 12 1 a2814d
4 13 0 a2814d
4 13 1 a2814d
5 12 0 a2814d
5 12 1 a2814d
5 13 0 a2814d
5 13 1 a2814d
6 12 0 a2814d
6 12 1 a2814d
6 13 0 a2814d
6 13 1 a2814d
7 12 0 a2814d
7 12 1 a2814d
7 13 0 a2814d
7 13 1 a2814d
8 12 0 a2814d
8 12 1 a2814d
8 13 0 a2814d
8 13 1 a2814d
9 12 0 a2814d
9 12 1 a2814d
9 13 0 a2814d
9 13 1 a2814d
10 12 0 a2814d
10 12 1 a2814d
10 13 0 a2814d
10 13 1 a2814d
11 12 0 a2814d
11 12 1 a2814d
11 13 0 a2814d
11 13 1 a2814d
12 12 0 a2814d
12 12 1 a2814d
12 13 0 a2814d
12 13 1 a2814d
13 12 0 a2814d
13 12 1 a2814d
13 13 0 a2814d
13 13 1 a2814d
14 12 0 a2814d
14 12 1 a2814d
14 13 0 a2814d
14 13 1 a2814d
0 18 0 a2814d
0 18 1 a2814d
0 19 0 a2814d
0 19 1 a2814d
1 18 0 a2814d
1 18 1 a2814d
1 19 0 a2814d
1 19 1 a2814d
2 18 0 a2814d
2 18 1 a2814d
2 19 0 a2814d
2 19 1 a2814d
3 18 0 a2814d
3 18 1 a2814d
3 19 0 a2814d
3 19 1 a2814d
4 18 0 a2814d
4 18 1 a2814d
4 19 0 a2814d
4 19 1 a2814d
5 18 0 a2814d
5 18 1 a2814d
5 19 0 a2814d
5 19 1 a2814d
6 18 0 a2814d
6 18 1 a2814d
6 19 0 a2814d
6 19 1 a2814d
7 18 0 a2814d
7 18 1 a2814d
7 19 0 a2814d
7 19 1 a2814d
8 18 0 a2814d
8 18 1 a2814d
8 19 0 a2814d
8 19 1 a2814d
9 18 0 a2814d
9 18 1 a2814d
9 19 0 a2814d
9 19 1 a2814d
10 18 0 a2814d
10 18 1 a2814d
10 19 0 a2814d
10 19 1 a2814d
11 18 0 a2814d
11 18 1 a2814d
11 19 0 a2814d
11 19 1 a2814d
12 18 0 a2814d
12 18 1 a2814d
12 19 0 a2814d
12 19 1 a2814d
13 18 0 a2814d
13 18 1 a2814d
13 19 0 a2814d
13 19 1 a2814d
14 18 0 a2814d
14 18 1 a2814d
14 19 0 a2814d
14 19 1 a2814d
0 24 0 a2814d
0 24 1 a2814d
0 25 0 a2814d
0 25 1 a2814d
1 24 0 a2814d
1 24 1 a2814d
1 25 0 a2814d
1 25 1 a2814d
2 24 0 a2814d
2 24 1 a2814d
2 25 0 a2814d
2 25 1 a2814d
3 24 0 a2814d
3 24 1 a2814d
3 25 0 a2814d
3 25 1 a2814d
4 24 0 a2814d
4 24 1 a2814d
4 25 0 a2814d
4 25 1 a2814d
5 24 0 a2814d
5 24 1 a2814d
5 25 0 a2814d
5 25 1 a2814d
6 24 0 a2814d
6 24 1 a2814d
6 25 0 a2814d
6 25 1 a2814d
7 24 0 a2814d
7 24 1 a2814d
7 25 0 a2814d
7 25 1 a2814d
8 24 0 a2814d
8 24 1 a2814d
8 25 0 a2814d
8 25 1 a2814d
9 24 0 a2814d
9 24 1 a2814d
9 25 0 a2814d
9 25 1 a2814d
10 24 0 a2814d
10 24 1 a2814d
10 25 0 a2814d
10 25 1 a2814d
11 24 0 a2814d
11 24 1 a2814d
11 25 0 a2814d
11 25 1 a2814d
12 24 0 a2814d
12 24 1 a2814d
12 25 0 a2814d
12 25 1 a2814d
13 24 0 a2814d
13 24 1 a2814d
13 25 0 a2814d
13 25 1 a2814d
14 24 0 a2814d
14 24 1 a2814d
14 25 0 a2814d
14 25 1 a2814d
0 29 0 a2814d
0 29 1 a2814d
1 29 0 a2814d
1 29 1 a2814d
2 29 0 a2814d
2 29 1 a2814d
3 29 0 a2814d
3 29 1 a2814d
4 29 0 a2814d
4 29 1 a2814d
5 29 0 a2814d
5 29 1 a2814d
6 29 0 a2814d
6 29 1 a2814d
7 29 0 a2814d
7 29 1 a2814d
8 29 0 a2814d
8 29 1 a2814d
9 29 0 a2814d
9 29 1 a2814d
10 29 0 a2814d
10 29 1 a2814d
11 29 0 a2814d
11 29 1 a2814d
12 29 0 a2814d
12 29 1 a2814d
13 29 0 a2814d
13 29 1 a2814d
14 29 0 a2814d
14 29 1 a2814d
