# X Y Z RRGGBB
1 21 0 a2814d
1 21 1 a2814d
1 21 2 a2814d
1 21 3 a2814d
1 22 0 a2814d
1 22 1 a2814d
1 22 2 a2814d
1 22 3 a2814d
1 23 0 a2814d
1 23 1 a2814d
1 23 2 a2814d
1 23 3 a2814d
2 0 0 a2814d
2 0 1 a2814d
2 0 2 a2814d
2 0 3 a2814d
2 1 0 a2814d
2 1 1 a2814d
2 1 2 a2814d
2 1 3 a2814d
2 2 0 a2814d
2 2 1 a2814d
2 2 2 a2814d
2 2 3 a2814d
2 3 0 a2814d
2 3 1 a2814d
2 3 2 a2814d
2 3 3 a2814d
2 4 0 a2814d
2 4 1 a2814d
2 4 2 a2814d
2 4 3 a2814d
2 5 0 a2814d
2 5 1 a2814d
2 5 2 a2814d
2 5 3 a2814d
2 6 0 a2814d
2 6 1 a2814d
2 6 2 a2814d
2 6 3 a2814d
2 7 0 a2814d
2 7 1 a2814d
2 7 2 a2814d
2 7 3 a2814d
2 8 0 a2814d
2 8 1 a2814d
2 8 2 a2814d
2 8 3 a2814d
2 9 0 a2814d
2 9 1 a2814d
2 9 2 a2814d
2 9 3 a2814d
2 10 0 a2814d
2 10 1 a2814d
2 10 2 a2814d
2 10 3 a2814d
2 11 0 a2814d
2 11 1 a2814d
2 11 2 a2814d
2 11 3 a2814d
2 12 0 a2814d
2 12 1 a2814d
2 12 2 a2814d
2 12 3 a2814d
2 13 0 a2814d
2 13 1 a2814d
2 13 2 a2814d
2 13 3 a2814d
2 14 0 a2814d
2 14 1 a2814d
2 14 2 a2814d
2 14 3 a2814d
2 15 0 a2814d
2 15 1 a2814d
2 15 2 a2814d
2 15 3 a2814d
2 16 0 a2814d
2 16 1 a2814d
2 16 2 a2814d
2 16 3 a2814d
2 17 0 a2814d
2 17 1 a2814d
2 17 2 a2814d
2 17 3 a2814d
2 18 0 a2814d
2 18 1 a2814d
2 18 2 a2814d
2 18 3 a2814d
2 19 0 a2814d
2 19 1 a2814d
2 19 2 a2814d
2 19 3 a2814d
2 20 0 a2814d
2 20 1 a2814d
2 20 2 a2814d
2 20 3 a2814d
2 21 0 a2814d
2 21 1 a2814d
2 21 2 a2814d
2 21 3 a2814d
2 22 0 a2814d
2 22 1 a2814d
2 22 2 a2814d
2 22 3 a2814d
2 23 0 a2814d
2 23 1 a2814d
2 23 2 a2814d
2 23 3 a2814d
3 0 0 a2814d
3 0 1 a2814d
3 0 2 a2814d
3 0 3 a2814d
3 1 0 a2814d
3 1 1 a2814d
3 1 2 a2814d
3 1 3 a2814d
3 2 0 a2814d
3 2 1 a2814d
3 2 2 a2814d
3 2 3 a2814d
3 3 0 a2814d
3 3 1 a2814d
3 3 2 a2814d
3 3 3 a2814d
3 4 0 a2814d
3 4 1 a2814d
3 4 2 a2814d
3 4 3 a2814d
3 5 0 a2814d
3 5 1 a2814d
3 5 2 a2814d
3 5 3 a2814d
3 6 0 a2814d
3 6 1 a2814d
3 6 2 a2814d
3 6 3 a2814d
3 7 0 a2814d
3 7 1 a2814d
3 7 2 a2814d
3 7 3 a2814d
3 8 0 a2814d
3 8 1 a2814d
3 8 2 a2814d
3 8 3 a2814d
3 9 0 a2814d
3 9 1 a2814d
3 9 2 a2814d
3 9 3 a2814d
3 10 0 a2814d
3 10 1 a2814d
3 10 2 a2814d
3 10 3 a2814d
3 11 0 a2814d
3 11 1 a2814d
3 11 2 a2814d
3 11 3 a2814d
3 12 0 a2814d
3 12 1 a2814d
3 12 2 a2814d
3 12 3 a2814d
3 13 0 a2814d
3 13 1 a2814d
3 13 2 a2814d
3 13 3 a2814d
3 14 0 a2814d
3 14 1 a2814d
3 14 2 a2814d
3 14 3 a2814d
3 15 0 a2814d
3 15 1 a2814d
3 15 2 a2814d
3 15 3 a2814d
3 16 0 a2814d
3 16 1 a2814d
3 16 2 a2814d
3 16 3 a2814d
3 17 0 a2814d
3 17 1 a2814d
3 17 2 a2814d
3 17 3 a2814d
3 18 0 a2814d
3 18 1 a2814d
3 18 2 a2814d
3 18 3 a2814d
3 19 0 a2814d
3 19 1 a2814d
3 19 2 a2814d
3 19 3 a2814d
3 20 0 a2814d
3 20 1 a2814d
3 20 2 a2814d
3 20 3 a2814d
3 21 0 a2814d
3 21 1 a2814d
3 21 2 a2814d
3 21 3 a2814d
3 22 0 a2814d
3 22 1 a2814d
3 22 2 a2814d
3 22 3 a2814d
3 23 0 a2814d
3 23 1 a2814d
3 23 2 a2814d
3 23 3 a2814d
0 10 4 a2814d
0 10 5 a2814d
0 10 6 a2814d
0 10 7 a2814d
0 10 8 a2814d
0 10 9 a2814d
0 10 10 a2814d
0 10 11 a2814d
0 10 12 a2814d
0 10 13 a2814d
0 10 14 a2814d
0 10 15 a2814d
0 10 16 a2814d
0 10 17 a2814d
0 10 18 a2814d
0 10 19 a2814d
0 11 4 a2814d
0 11 5 a2814d
0 11 6 a2814d
0 11 7 a2814d
0 11 8 a2814d
0 11 9 a2814d
0 11 10 a2814d
0 11 11 a2814d
0 11 12 a2814d
0 11 13 a2814d
0 11 14 a2814d
0 11 15 a2814d
0 11 16 a2814d
0 11 17 a2814d
0 11 18 a2814d
0 11 19 a2814d
0 12 4 a2814d
0 12 5 a2814d
0 12 6 a2814d
0 12 7 a2814d
0 12 8 a2814d
0 12 9 a2814d
0 12 10 a2814d
0 12 11 a2814d
0 12 12 a2814d
0 12 13 a2814d
0 12 14 a2814d
0 12 15 a2814d
0 12 16 a2814d
0 12 17 a2814d
0 12 18 a2814d
0 12 19 a2814d
0 13 4 a2814d
0 13 5 a2814d
0 13 6 a2814d
0 13 7 a2814d
0 13 8 a2814d
0 13 9 a2814d
0 13 10 a2814d
0 13 11 a2814d
0 13 12 a2814d
0 13 13 a2814d
0 13 14 a2814d
0 13 15 a2814d
0 13 16 a2814d
0 13 17 a2814d
0 13 18 a2814d
0 13 19 a2814d
1 10 4 a2814d
1 10 5 a2814d
1 10 6 a2814d
1 10 7 a2814d
1 10 8 a2814d
1 10 9 a2814d
1 10 10 a2814d
1 10 11 a2814d
1 10 12 a2814d
1 10 13 a2814d
1 10 14 a2814d
1 10 15 a2814d
1 10 16 a2814d
1 10 17 a2814d
1 10 18 a2814d
1 10 19 a2814d
1 11 4 a2814d
1 11 5 a2814d
1 11 6 a2814d
1 11 7 a2814d
1 11 8 a2814d
1 11 9 a2814d
1 11 10 a2814d
1 11 11 a2814d
1 11 12 a2814d
1 11 13 a2814d
1 11 14 a2814d
1 11 15 a2814d
1 11 16 a2814d
1 11 17 a2814d
1 11 18 a2814d
1 11 19 a2814d
1 12 4 a2814d
1 12 5 a2814d
1 12 6 a2814d
1 12 7 a2814d
1 12 8 a2814d
1 12 9 a2814d
1 12 10 a2814d
1 12 11 a2814d
1 12 12 a2814d
1 12 13 a2814d
1 12 14 a2814d
1 12 15 a2814d
1 12 16 a2814d
1 12 17 a2814d
1 12 18 a2814d
1 12 19 a2814d
1 13 4 a2814d
1 13 5 a2814d
1 13 6 a2814d
1 13 7 a2814d
1 13 8 a2814d
1 13 9 a2814d
1 13 10 a2814d
1 13 11 a2814d
1 13 12 a2814d
1 13 13 a2814d
1 13 14 a2814d
1 13 15 a2814d
1 13 16 a2814d
1 13 17 a2814d
1 13 18 a2814d
1 13 19 a2814d
2 10 4 a2814d
2 10 5 a2814d
2 10 6 a2814d
2 10 7 a2814d
2 10 8 a2814d
2 10 9 a2814d
2 10 10 a2814d
2 10 11 a2814d
2 10 12 a2814d
2 10 13 a2814d
2 10 14 a2814d
2 10 15 a2814d
2 10 16 a2814d
2 10 17 a2814d
2 10 18 a2814d
2 10 19 a2814d
2 11 4 a2814d
2 11 5 a2814d
2 11 6 a2814d
2 11 7 a2814d
2 11 8 a2814d
2 11 9 a2814d
2 11 10 a2814d
2 11 11 a2814d
2 11 12 a2814d
2 11 13 a2814d
2 11 14 a2814d
2 11 15 a2814d
2 11 16 a2814d
2 11 17 a2814d
2 11 18 a2814d
2 11 19 a2814d
2 12 4 a2814d
2 12 5 a2814d
2 12 6 a2814d
2 12 7 a2814d
2 12 8 a2814d
2 12 9 a2814d
2 12 10 a2814d
2 12 11 a2814d
2 12 12 a2814d
2 12 13 a2814d
2 12 14 a2814d
2 12 15 a2814d
2 12 16 a2814d
2 12 17 a2814d
2 12 18 a2814d
2 12 19 a2814d
2 13 4 a2814d
2 13 5 a2814d
2 13 6 a2814d
2 13 7 a2814d
2 13 8 a2814d
2 13 9 a2814d
2 13 10 a2814d
2 13 11 a2814d
2 13 12 a2814d
2 13 13 a2814d
2 13 14 a2814d
2 13 15 a2814d
2 13 16 a2814d
2 13 17 a2814d
2 13 18 a2814d
2 13 19 a2814d
3 10 4 a2814d
3 10 5 a2814d
3 10 6 a2814d
3 10 7 a2814d
3 10 8 a2814d
3 10 9 a2814d
3 10 10 a2814d
3 10 11 a2814d
3 10 12 a2814d
3 10 13 a2814d
3 10 14 a2814d
3 10 15 a2814d
3 10 16 a2814d
3 10 17 a2814d
3 10 18 a2814d
3 10 19 a2814d
3 11 4 a2814d
3 11 5 a2814d
3 11 6 a2814d
3 11 7 a2814d
3 11 8 a2814d
3 11 9 a2814d
3 11 10 a2814d
3 11 11 a2814d
3 11 12 a2814d
3 11 13 a2814d
3 11 14 a2814d
3 11 15 a2814d
3 11 16 a2814d
3 11 17 a2814d
3 11 18 a2814d
3 11 19 a2814d
3 12 4 a2814d
3 12 5 a2814d
3 12 6 a2814d
3 12 7 a2814d
3 12 8 a2814d
3 12 9 a2814d
3 12 10 a2814d
3 12 11 a2814d
3 12 12 a2814d
3 12 13 a2814d
3 12 14 a2814d
3 12 15 a2814d
3 12 16 a2814d
3 12 17 a2814d
3 12 18 a2814d
3 12 19 a2814d
3 13 4 a2814d
3 13 5 a2814d
3 13 6 a2814d
3 13 7 a2814d
3 13 8 a2814d
3 13 9 a2814d
3 13 10 a2814d
3 13 11 a2814d
3 13 12 a2814d
3 13 13 a2814d
3 13 14 a2814d
3 13 15 a2814d
3 13 16 a2814d
3 13 17 a2814d
3 13 18 a2814d
3 13 19 a2814d
