# X Y Z RRGGBB
7 1 7 dcdcdc
7 1 8 dcdcdc
7 1 9 dcdcdc
7 1 10 dcdcdc
7 1 11 dcdcdc
7 1 12 dcdcdc
7 1 13 dcdcdc
7 1 14 dcdcdc
7 1 15 dcdcdc
8 0 0 dcdcdc
8 0 1 dcdcdc
8 0 2 dcdcdc
8 0 3 dcdcdc
8 0 4 dcdcdc
8 0 5 dcdcdc
8 0 6 dcdcdc
8 0 7 dcdcdc
8 0 8 dcdcdc
8 0 9 dcdcdc
8 0 10 dcdcdc
8 0 11 dcdcdc
8 0 12 dcdcdc
8 0 13 dcdcdc
8 0 14 dcdcdc
8 0 15 dcdcdc
8 1 0 dcdcdc
8 1 1 dcdcdc
8 1 2 dcdcdc
8 1 3 dcdcdc
8 1 4 dcdcdc
8 1 5 dcdcdc
8 1 6 dcdcdc
8 1 7 dcdcdc
8 1 8 dcdcdc
8 1 9 dcdcdc
8 1 10 dcdcdc
8 1 11 dcdcdc
8 1 12 dcdcdc
8 1 13 dcdcdc
8 1 14 dcdcdc
8 1 15 dcdcdc
9 0 0 dcdcdc
9 0 1 dcdcdc
9 0 2 dcdcdc
9 0 3 dcdcdc
9 0 4 dcdcdc
9 0 5 dcdcdc
9 0 6 dcdcdc
9 0 7 dcdcdc
9 0 8 dcdcdc
9 0 9 dcdcdc
9 0 10 dcdcdc
9 0 11 dcdcdc
9 0 12 dcdcdc
9 0 13 dcdcdc
9 0 14 dcdcdc
9 0 15 dcdcdc
9 1 0 dcdcdc
9 1 1 dcdcdc
9 1 2 dcdcdc
9 1 3 dcdcdc
9 1 4 dcdcdc
9 1 5 dcdcdc
9 1 6 dcdcdc
9 1 7 dcdcdc
9 1 8 dcdcdc
9 1 9 dcdcdc
9 1 10 dcdcdc
9 1 11 dcdcdc
9 1 12 dcdcdc
9 1 13 dcdcdc
9 1 14 dcdcdc
9 1 15 dcdcdc
10 0 0 dcdcdc
10 0 1 dcdcdc
10 0 2 dcdcdc
10 0 3 dcdcdc
10 0 4 dcdcdc
10 0 5 dcdcdc
10 0 6 dcdcdc
10 0 7 dcdcdc
10 0 8 dcdcdc
10 0 9 dcdcdc
10 0 10 dcdcdc
10 0 11 dcdcdc
10 0 12 dcdcdc
10 0 13 dcdcdc
10 0 14 dcdcdc
10 0 15 dcdcdc
10 1 0 dcdcdc
10 1 1 dcdcdc
10 1 2 dcdcdc
10 1 3 dcdcdc
10 1 4 dcdcdc
10 1 5 dcdcdc
10 1 6 dcdcdc
10 1 7 dcdcdc
10 1 8 dcdcdc
10 1 9 dcdcdc
10 1 10 dcdcdc
10 1 11 dcdcdc
10 1 12 dcdcdc
10 1 13 dcdcdc
10 1 14 dcdcdc
10 1 15 dcdcdc
11 0 0 dcdcdc
11 0 1 dcdcdc
11 0 2 dcdcdc
11 0 3 dcdcdc
11 0 4 dcdcdc
11 0 5 dcdcdc
11 0 6 dcdcdc
11 0 7 dcdcdc
11 0 8 dcdcdc
11 0 9 dcdcdc
11 0 10 dcdcdc
11 0 11 dcdcdc
11 0 12 dcdcdc
11 0 13 dcdcdc
11 0 14 dcdcdc
11 0 15 dcdcdc
11 1 0 dcdcdc
11 1 1 dcdcdc
11 1 2 dcdcdc
11 1 3 dcdcdc
11 1 4 dcdcdc
11 1 5 dcdcdc
11 1 6 dcdcdc
11 1 7 dcdcdc
11 1 8 dcdcdc
11 1 9 dcdcdc
11 1 10 dcdcdc
11 1 11 dcdcdc
11 1 12 dcdcdc
11 1 13 dcdcdc
11 1 14 dcdcdc
11 1 15 dcdcdc
12 0 0 dcdcdc
12 0 1 dcdcdc
12 0 2 dcdcdc
12 0 3 dcdcdc
12 0 4 dcdcdc
12 0 5 dcdcdc
12 0 6 dcdcdc
12 0 7 dcdcdc
12 0 8 dcdcdc
12 0 9 dcdcdc
12 0 10 dcdcdc
12 0 11 dcdcdc
12 0 12 dcdcdc
12 0 13 dcdcdc
12 0 14 dcdcdc
12 0 15 dcdcdc
12 1 0 dcdcdc
12 1 1 dcdcdc
12 1 2 dcdcdc
12 1 3 dcdcdc
12 1 4 dcdcdc
12 1 5 dcdcdc
12 1 6 dcdcdc
12 1 7 dcdcdc
12 1 8 dcdcdc
12 1 9 dcdcdc
12 1 10 dcdcdc
12 1 11 dcdcdc
12 1 12 dcdcdc
12 1 13 dcdcdc
12 1 14 dcdcdc
12 1 15 dcdcdc
13 0 0 dcdcdc
13 0 1 dcdcdc
13 0 2 dcdcdc
13 0 3 dcdcdc
13 0 4 dcdcdc
13 0 5 dcdcdc
13 0 6 dcdcdc
13 0 7 dcdcdc
13 0 8 dcdcdc
13 0 9 dcdcdc
13 0 10 dcdcdc
13 0 11 dcdcdc
13 0 12 dcdcdc
13 0 13 dcdcdc
13 0 14 dcdcdc
13 0 15 dcdcdc
13 1 0 dcdcdc
13 1 1 dcdcdc
13 1 2 dcdcdc
13 1 3 dcdcdc
13 1 4 dcdcdc
13 1 5 dcdcdc
13 1 6 dcdcdc
13 1 7 dcdcdc
13 1 8 dcdcdc
13 1 9 dcdcdc
13 1 10 dcdcdc
13 1 11 dcdcdc
13 1 12 dcdcdc
13 1 13 dcdcdc
13 1 14 dcdcdc
13 1 15 dcdcdc
14 0 0 dcdcdc
14 0 1 dcdcdc
14 0 2 dcdcdc
14 0 3 dcdcdc
14 0 4 dcdcdc
14 0 5 dcdcdc
14 0 6 dcdcdc
14 0 7 dcdcdc
14 0 8 dcdcdc
14 0 9 dcdcdc
14 0 10 dcdcdc
14 0 11 dcdcdc
14 0 12 dcdcdc
14 0 13 dcdcdc
14 0 14 dcdcdc
14 0 15 dcdcdc
14 1 0 dcdcdc
14 1 1 dcdcdc
14 1 2 dcdcdc
14 1 3 dcdcdc
14 1 4 dcdcdc
14 1 5 dcdcdc
14 1 6 dcdcdc
14 1 7 dcdcdc
14 1 8 dcdcdc
14 1 9 dcdcdc
14 1 10 dcdcdc
14 1 11 dcdcdc
14 1 12 dcdcdc
14 1 13 dcdcdc
14 1 14 dcdcdc
14 1 15 dcdcdc
15 0 0 dcdcdc
15 0 1 dcdcdc
15 0 2 dcdcdc
15 0 3 dcdcdc
15 0 4 dcdcdc
15 0 5 dcdcdc
15 0 6 dcdcdc
15 0 7 dcdcdc
15 0 8 dcdcdc
15 0 9 dcdcdc
15 0 10 dcdcdc
15 0 11 dcdcdc
15 0 12 dcdcdc
15 0 13 dcdcdc
15 0 14 dcdcdc
15 0 15 dcdcdc
15 1 0 dcdcdc
15 1 1 dcdcdc
15 1 2 dcdcdc
15 1 3 dcdcdc
15 1 4 dcdcdc
15 1 5 dcdcdc
15 1 6 dcdcdc
15 1 7 dcdcdc
15 1 8 dcdcdc
15 1 9 dcdcdc
15 1 10 dcdcdc
15 1 11 dcdcdc
15 1 12 dcdcdc
15 1 13 dcdcdc
15 1 14 dcdcdc
15 1 15 dcdcdc
